Names
SDUR_aVF
bmSAR
bmSAR_I
bmSAR_II
bmSAR_V1
bmSAR_V2
bmSAR_V3
bmSAR_V4
bmSAR_V5
bmSAR_V6
bmSAR_III
bmSAR_aVR
bmSAR_aVL
bmSAR_aVF
bmSI
bmSI_I
bmSI_II
bmSI_V1
bmSI_V2
bmSI_V3
bmSI_V4
bmSI_V5
bmSI_V6
bmSI_III
bmSI_aVR
bmSI_aVL
bmSI_aVF
R'AMP
R'AMP_I
R'AMP_II
R'AMP_V1
R'AMP_V2
R'AMP_V3
R'AMP_V4
R'AMP_V5
R'AMP_V6
R'AMP_III
R'AMP_aVR
R'AMP_aVL
R'AMP_aVF
R'DUR
R'DUR_I
R'DUR_II
R'DUR_V1
R'DUR_V2
R'DUR_V3
R'DUR_V4
R'DUR_V5
R'DUR_V6
R'DUR_III
R'DUR_aVR
R'DUR_aVL
R'DUR_aVF
bmRPAR
bmRPAR_I
bmRPAR_II
bmRPAR_V1
bmRPAR_V2
bmRPAR_V3
bmRPAR_V4
bmRPAR_V5
bmRPAR_V6
bmRPAR_III
bmRPAR_aVR
bmRPAR_aVL
bmRPAR_aVF
bmRPI
bmRPI_I
bmRPI_II
bmRPI_V1
bmRPI_V2
bmRPI_V3
bmRPI_V4
bmRPI_V5
bmRPI_V6
bmRPI_III
bmRPI_aVR
bmRPI_aVL
bmRPI_aVF
S'AMP
S'AMP_I
S'AMP_II
S'AMP_V1
S'AMP_V2
S'AMP_V3
S'AMP_V4
S'AMP_V5
S'AMP_V6
S'AMP_III
S'AMP_aVR
S'AMP_aVL
S'AMP_aVF
S'DUR
S'DUR_I
S'DUR_II
S'DUR_V1
S'DUR_V2
S'DUR_V3
S'DUR_V4
S'DUR_V5
S'DUR_V6
S'DUR_III
S'DUR_aVR
S'DUR_aVL
S'DUR_aVF
bmSPAR
bmSPAR_I
bmSPAR_II
bmSPAR_V1
bmSPAR_V2
bmSPAR_V3
bmSPAR_V4
bmSPAR_V5
bmSPAR_V6
bmSPAR_III
bmSPAR_aVR
bmSPAR_aVL
bmSPAR_aVF
bmSPI
bmSPI_I
bmSPI_II
bmSPI_V1
bmSPI_V2
bmSPI_V3
bmSPI_V4
bmSPI_V5
bmSPI_V6
bmSPI_III
bmSPI_aVR
bmSPI_aVL
bmSPI_aVF
STJ
STJ_I
STJ_II
STJ_V1
STJ_V2
STJ_V3
STJ_V4
STJ_V5
STJ_V6
STJ_III
STJ_aVR
STJ_aVL
STJ_aVF
STM
STM_I
STM_II
STM_V1
STM_V2
STM_V3
STM_V4
STM_V5
STM_V6
STM_III
STM_aVR
STM_aVL
STM_aVF
STE
STE_I
STE_II
STE_V1
STE_V2
STE_V3
STE_V4
STE_V5
STE_V6
STE_III
STE_aVR
STE_aVL
STE_aVF
MXSTA
MXSTA_I
MXSTA_II
MXSTA_V1
MXSTA_V2
MXSTA_V3
MXSTA_V4
MXSTA_V5
MXSTA_V6
MXSTA_III
MXSTA_aVR
MXSTA_aVL
MXSTA_aVF
MNSTA
MNSTA_I
MNSTA_II
MNSTA_V1
MNSTA_V2
MNSTA_V3
MNSTA_V4
MNSTA_V5
MNSTA_V6
MNSTA_III
MNSTA_aVR
MNSTA_aVL
MNSTA_aVF
SPTA
SPTA_I
SPTA_II
SPTA_V1
SPTA_V2
SPTA_V3
SPTA_V4
SPTA_V5
SPTA_V6
SPTA_III
SPTA_aVR
SPTA_aVL
SPTA_aVF
QRSAR
QRSAR_I
QRSAR_II
QRSAR_V1
QRSAR_V2
QRSAR_V3
QRSAR_V4
QRSAR_V5
QRSAR_V6
QRSAR_III
QRSAR_aVR
QRSAR_aVL
QRSAR_aVF
QRSA
QRSA_I
QRSA_II
QRSA_V1
QRSA_V2
QRSA_V3
QRSA_V4
QRSA_V5
QRSA_V6
QRSA_III
QRSA_aVR
QRSA_aVL
QRSA_aVF
QRSDEF
QRSDEF_I
QRSDEF_II
QRSDEF_V1
QRSDEF_V2
QRSDEF_V3
QRSDEF_V4
QRSDEF_V5
QRSDEF_V6
QRSDEF_III
QRSDEF_aVR
QRSDEF_aVL
QRSDEF_aVF
TAMP
TAMP_I
TAMP_II
TAMP_V1
TAMP_V2
TAMP_V3
TAMP_V4
TAMP_V5
TAMP_V6
TAMP_III
TAMP_aVR
TAMP_aVL
TAMP_aVF
bmTAR
bmTAR_I
bmTAR_II
bmTAR_V1
bmTAR_V2
bmTAR_V3
bmTAR_V4
bmTAR_V5
bmTAR_V6
bmTAR_III
bmTAR_aVR
bmTAR_aVL
bmTAR_aVF
bmTI
bmTI_I
bmTI_II
bmTI_V1
bmTI_V2
bmTI_V3
bmTI_V4
bmTI_V5
bmTI_V6
bmTI_III
bmTI_aVR
bmTI_aVL
bmTI_aVF
T'AMP
T'AMP_I
T'AMP_II
T'AMP_V1
T'AMP_V2
T'AMP_V3
T'AMP_V4
T'AMP_V5
T'AMP_V6
T'AMP_III
T'AMP_aVR
T'AMP_aVL
T'AMP_aVF
bmTPAR
bmTPAR_I
bmTPAR_II
bmTPAR_V1
bmTPAR_V2
bmTPAR_V3
bmTPAR_V4
bmTPAR_V5
bmTPAR_V6
bmTPAR_III
bmTPAR_aVR
bmTPAR_aVL
bmTPAR_aVF
bmTPI
bmTPI_I
bmTPI_II
bmTPI_V1
bmTPI_V2
bmTPI_V3
bmTPI_V4
bmTPI_V5
bmTPI_V6
bmTPI_III
bmTPI_aVR
bmTPI_aVL
bmTPI_aVF
TAREA
TAREA_I
TAREA_II
TAREA_V1
TAREA_V2
TAREA_V3
TAREA_V4
TAREA_V5
TAREA_V6
TAREA_III
TAREA_aVR
TAREA_aVL
TAREA_aVF
QRSINT
QRSINT_I
QRSINT_II
QRSINT_V1
QRSINT_V2
QRSINT_V3
QRSINT_V4
QRSINT_V5
QRSINT_V6
QRSINT_III
QRSINT_aVR
QRSINT_aVL
QRSINT_aVF
BITFLG
BITFLG_I
BITFLG_II
BITFLG_V1
BITFLG_V2
BITFLG_V3
BITFLG_V4
BITFLG_V5
BITFLG_V6
BITFLG_III
BITFLG_aVR
BITFLG_aVL
BITFLG_aVF
TTALL
TTALL_I
TTALL_II
TTALL_V1
TTALL_V2
TTALL_V3
TTALL_V4
TTALL_V5
TTALL_V6
TTALL_III
TTALL_aVR
TTALL_aVL
TTALL_aVF
STDOWN
STDOWN_I
STDOWN_II
STDOWN_V1
STDOWN_V2
STDOWN_V3
STDOWN_V4
STDOWN_V5
STDOWN_V6
STDOWN_III
STDOWN_aVR
STDOWN_aVL
STDOWN_aVF
STELEV
STELEV_I
STELEV_II
STELEV_V1
STELEV_V2
STELEV_V3
STELEV_V4
STELEV_V5
STELEV_V6
STELEV_III
STELEV_aVR
STELEV_aVL
STELEV_aVF
JELEV
JELEV_I
JELEV_II
JELEV_V1
JELEV_V2
JELEV_V3
JELEV_V4
JELEV_V5
JELEV_V6
JELEV_III
JELEV_aVR
JELEV_aVL
JELEV_aVF
DLTWV
DLTWV_I
DLTWV_II
DLTWV_V1
DLTWV_V2
DLTWV_V3
DLTWV_V4
DLTWV_V5
DLTWV_V6
DLTWV_III
DLTWV_aVR
DLTWV_aVL
DLTWV_aVF
STINJ
STINJ_I
STINJ_II
STINJ_V1
STINJ_V2
STINJ_V3
STINJ_V4
STINJ_V5
STINJ_V6
STINJ_III
STINJ_aVR
STINJ_aVL
STINJ_aVF
PPDEEP
PPDEEP_I
PPDEEP_II
PPDEEP_V1
PPDEEP_V2
PPDEEP_V3
PPDEEP_V4
PPDEEP_V5
PPDEEP_V6
PPDEEP_III
PPDEEP_aVR
PPDEEP_aVL
PPDEEP_aVF
EcgID
